"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5EATVQUG","journalArticle","2015","Bhavathrathan, B.K.; Patil, Gopal R.","Capacity uncertainty on urban road networks: A critical state and its applicability in resilience quantification","Computers, Environment and Urban Systems","","01989715","10.1016/j.compenvurbsys.2015.07.005","https://linkinghub.elsevier.com/retrieve/pii/S0198971515300053","There are many aspects of urban transportation that represent sources of uncertainty in the design of roadways, such as the level of capacity needed to ensure efﬁcient trafﬁc ﬂow. As a result of uncertainty in roadway capacity, an urban road network can be deemed to operate at different capacity levels. Some of these levels will have unused capacity, whereas some others will not be enough to cater trafﬁc from all origins to all destinations. Past models assume knowledge over the pattern of these uncertainties. However, it is difﬁcult to gather such knowledge from ﬁeld observations, and it is absent for majority of the world's urban areas. We present an alternative methodology in which the capacities are considered as variables that can take any value from zero to a practically realizable maximum. Using a minimax optimization formulation, we determine bounds on urban roadway capacity levels, below which the trafﬁc demand will go unmet. We call this the critical state, and deﬁne it as a state of link capacities which effects in the maximum irreducible operational cost on the network with the demand getting fulﬁlled. We prove that at a critical state, the total travel time (or cost) of the system will be a unique value; i.e. for a given urban road network and a given trafﬁc demand, there is an associated unique critical travel time. We illustrate that this unique travel time—which is an aggregate value of the travel times from all roads on the network—can be used as a benchmark to create various metrics for the urban road network. As an illustrative example on the applicability of critical state, we compare the unique travel time with the best possible travel time on the network, and develop a metric for network resilience. Network resilience is calculated as a normalized difference of the critical and best operation costs. Two-space genetic algorithm is used to solve the problem formulation. The formulation and the solution methodology are illustrated on test networks and results are presented.","2015-11","2024-12-01 14:00:23","2024-12-01 14:00:24","2024-12-01 14:00:23","108-118","","","54","","Computers, Environment and Urban Systems","Capacity uncertainty on urban road networks","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\EGBKCE3U\Bhavathrathan and Patil - 2015 - Capacity uncertainty on urban road networks A cri.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R4CCK84B","bookSection","2021","Campisi, Tiziana; Garau, Chiara; Ignaccolo, Matteo; Coni, Mauro; Canale, Antonino; Inturri, Giuseppe; Torrisi, Vincenza","A New Vision on Smart and Resilient Urban Mobility in the Aftermath of the Pandemic: Key Factors on European Transport Policies","Computational Science and Its Applications – ICCSA 2021","978-3-030-87015-7 978-3-030-87016-4","","","https://link.springer.com/10.1007/978-3-030-87016-4_43","","2021","2024-12-01 14:00:28","2024-12-01 14:00:28","2024-12-01 14:00:27","603-618","","","12958","","","A New Vision on Smart and Resilient Urban Mobility in the Aftermath of the Pandemic","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/978-3-030-87016-4_43","","C:\Users\shrey\Zotero\storage\LDG6QXQG\Campisi et al. - 2021 - A New Vision on Smart and Resilient Urban Mobility.pdf","","","","Gervasi, Osvaldo; Murgante, Beniamino; Misra, Sanjay; Garau, Chiara; Blečić, Ivan; Taniar, David; Apduhan, Bernady O.; Rocha, Ana Maria A. C.; Tarantino, Eufemia; Torre, Carmelo Maria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F8DLVH6L","journalArticle","2019","Martins, Marcel Carlos Da Mata; Rodrigues Da Silva, Antônio Nélson; Pinto, Nuno","An indicator-based methodology for assessing resilience in urban mobility","Transportation Research Part D: Transport and Environment","","13619209","10.1016/j.trd.2019.01.004","https://linkinghub.elsevier.com/retrieve/pii/S1361920918307910","Resilience is an increasingly more important concept to understand the response urban systems are able to deliver to endogenous and exogenous shocks in the current context of climate change and socioeconomic uncertainty. Urban mobility, a fundamental component of urban systems, is naturally sensitive to shocks with significant impacts on daily life of individuals and businesses. The concept of resilience in urban mobility is under intensive research with increasingly more sophisticated approaches and methods being developed to assess resilience in transport modes due to different shocks. The literature is, however, absent on applications aimed at using simpler mobility indicators that are used and validated in urban mobility planning processes in the context of lack of data or expertise. We propose a resilience evaluation method that uses commonly available origin–destination (OD) datasets to evaluate an overall indicator of resilience. We consider the possibility of trips made in motorised modes to be transferred to active modes in the event of a disruption of the mobility system. Results of the application of the method to two urban areas in Brazil show that each one has a specific pattern of mode change that is related to the OD patterns. The spatial distribution of trips shows the relative importance of resilient trips in the urban area. Finally, different levels of income have different sensitivity to the variation of resilience.","2019-12","2024-12-01 14:00:32","2024-12-01 14:00:32","2024-12-01 14:00:32","352-363","","","77","","Transportation Research Part D: Transport and Environment","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\I74E8AK8\Martins et al. - 2019 - An indicator-based methodology for assessing resil.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SIQICXKU","journalArticle","2015","Caschili, Simone; Romana Medda, Francesca; Reggiani, Aura","Guest editorial: Resilience of Networks","Transportation Research Part A: Policy and Practice","","09658564","10.1016/j.tra.2015.07.010","https://linkinghub.elsevier.com/retrieve/pii/S0965856415001925","","2015-11","2024-12-01 14:00:36","2024-12-01 14:00:36","2024-12-01 14:00:36","1-3","","","81","","Transportation Research Part A: Policy and Practice","Guest editorial","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\5W8RLILF\Caschili et al. - 2015 - Guest editorial Resilience of Networks.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QXRYIL2W","journalArticle","2022","Chalkiadakis, Charis; Perdikouris, Andreas; Vlahogianni, Eleni I.","Urban road network resilience metrics and their relationship: Some experimental findings","Case Studies on Transport Policy","","2213624X","10.1016/j.cstp.2022.10.013","https://linkinghub.elsevier.com/retrieve/pii/S2213624X22001997","Resilience is a complex term, bearing multiple definitions and resilience-related metrics. The most commonly utilized metrics are network efficiency and criticality that examine the impact that the removal of a structural element of a graph/ network has on its operation. Efficiency examines this term from a pure topological aspect and takes into account the shortest paths between the nodes whereas, on the other hand, criticality takes into account transportation-related variables like travel demand. In the present research, the interrelation between efficiency and criticality is further examined through a series of simulation experiments on the Athens city-center urban road network. For the quantification of efficiency, vulnerability, and criticality an iterative approach is used where, per iteration, one link of the network was removed. The outputs of the experiments are, then, statistically analyzed, using unsupervised and supervised techniques. Findings reveal that a polynomial rela­ tionship between the ratio of criticality and efficiency, and traffic flow exists. Finally, the implications of these findings to traffic and network management are discussed.","2022-12","2024-12-01 14:00:40","2024-12-01 14:00:41","2024-12-01 14:00:40","2377-2392","","4","10","","Case Studies on Transport Policy","Urban road network resilience metrics and their relationship","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\SHEP8VE6\Chalkiadakis et al. - 2022 - Urban road network resilience metrics and their re.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4T9J89QZ","journalArticle","2018","Lu, Qing-Chang","Modeling network resilience of rail transit under operational incidents","Transportation Research Part A: Policy and Practice","","09658564","10.1016/j.tra.2018.08.015","https://linkinghub.elsevier.com/retrieve/pii/S0965856417310716","In the context of urban rail network analysis, most studies have focused on vulnerability analysis developing methodologies to measure consequences on network performance under destroy events. Few works are reported addressing the modeling of rail transit network resilience under operational incidents which could be more important analyzing the network performance changes under daily operations. This study demonstrates a resilience approach for rail transit network under daily operational incidents. Integrating the network topological and passenger volume characteristics, this approach explicitly accounts for the impacts of accumulative aﬀected passengers quantifying the varying resilience of rail network with time under diﬀerent incidents. The proposed methodology was applied to Shanghai Metro Network in Shanghai, China. Results show that critical stations are identiﬁed diﬀerently depending on duration time of diﬀerent incidents and characteristics of the failed stations, and stations on network legs could be more important than those with redundant rail alternatives. Conclusions of this research would also have practical implications for the management and decision making of rail transit network under daily operational incidents.","2018-11","2024-12-01 14:00:44","2024-12-01 14:00:45","2024-12-01 14:00:44","227-237","","","117","","Transportation Research Part A: Policy and Practice","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\NEZKDJLT\Lu - 2018 - Modeling network resilience of rail transit under .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8LTF53WK","journalArticle","2022","Cheng, Lu; Mi, Zhifu; Coffman, D’Maris; Meng, Jing; Liu, Dining; Chang, Dongfeng","The Role of Bike Sharing in Promoting Transport Resilience","Networks and Spatial Economics","","1566-113X, 1572-9427","10.1007/s11067-021-09518-9","https://link.springer.com/10.1007/s11067-021-09518-9","A resilient transport network, which is significant for urban sustainability and security, is characterized by its ability to recover from disruptions subject to natural and manmade disasters. Bike sharing could act as a viable alternative in the case of public transit disruptions given its flexibility and various social, environmental, and economic benefits. This study aims to estimate quantitatively the potential of bike sharing to promote transport resilience, by using autoregressive negative binomial time series model to investigate the effects of public transit closures on bike sharing demand in Washington, D.C. area during 2015–2017. We find that (1) bike sharing can act as a supplementary mode to enhance urban transport resilience in the case of complete transit closure; (2) the proximity of bike sharing docks to metro stations has a powerful effect on propensity to use a bike sharing program; and (3) extreme weather is one of major barriers to bicycling. Planners can enhance resilience of urban transport networks by fully considering the capacity and usage of bike sharing docks, as well as the coherence of metro stations and bike sharing docks, in distributing and rebalancing activities.","2022-09","2024-12-01 14:00:49","2024-12-01 14:00:49","2024-12-01 14:00:49","567-585","","3","22","","Netw Spat Econ","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\5D94VB47\Cheng et al. - 2022 - The Role of Bike Sharing in Promoting Transport Re.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJYZLIA6","journalArticle","2011","Cox, Andrew; Prager, Fynnwin; Rose, Adam","Transportation security and the role of resilience: A foundation for operational metrics","Transport Policy","","0967070X","10.1016/j.tranpol.2010.09.004","https://linkinghub.elsevier.com/retrieve/pii/S0967070X10001137","This paper presents operational metrics to determine a passenger transportation system’s resilience to terrorism. The metrics range from those speciﬁc to the number of trips to more holistic measures that include the contribution of these trips directly and indirectly to economic activity. These metrics can aid decision-makers in rendering more informed judgments about resource allocation and how to design a portfolio of security and recovery strategies.","2011-03","2024-12-01 14:00:55","2024-12-01 14:00:55","2024-12-01 14:00:55","307-317","","2","18","","Transport Policy","Transportation security and the role of resilience","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\K4M4HSMC\Cox et al. - 2011 - Transportation security and the role of resilience.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M63P7JK5","journalArticle","2015","D’Lima, Minette; Medda, Francesca","A new measure of resilience: An application to the London Underground","Transportation Research Part A: Policy and Practice","","09658564","10.1016/j.tra.2015.05.017","https://linkinghub.elsevier.com/retrieve/pii/S0965856415001457","The many varied views on resilience indicate that it is an important concept which has signiﬁcance in many disciplines, from ecology to psychology to risk/disaster management. Therefore, it is important to be able to quantiﬁably measure the resilience of systems, and thus be able to make decisions on how the resilience of the system can be improved. In this paper we will work with the deﬁnition, due to Pimm (1991), that resilience is ‘‘how fast a variable that has been displaced from equilibrium returns to it.’’ We will think of a system as being more or less resilient depending on the speed with which a system recovers from disruptive events or shocks. Here we consider systems which revert to an equilibrium state from shocks, and introduce a measure of resilience by providing a quantiﬁcation of the rapidity of these systems’ recovery from shocks.","2015-11","2024-12-01 14:00:58","2024-12-01 14:00:58","2024-12-01 14:00:58","35-46","","","81","","Transportation Research Part A: Policy and Practice","A new measure of resilience","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\EXS39NDY\D’Lima and Medda - 2015 - A new measure of resilience An application to the.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FIMSVE58","journalArticle","2018","Pregnolato, Maria; Dawson, David A.","Adaptation investments for transport resilience: trends and recommendations","International Journal of Safety and Security Engineering","","2041-9031, 2041-904X","10.2495/SAFE-V8-N4-515-527","http://www.witpress.com/doi/journals/SAFE-V8-N4-515-527","Climate change, extreme weather and flooding threaten to increase damage and disruption to our transport networks and the services that they provide. There is increased need for adaptation to maintain current asset conditions and services, and a strategic requirement to prioritise such investments in adaptation to reduce future risks. Physical network risks will not be evenly distributed across nations (e.g. due to geographical and climate change patterns), and some regions will require more investment and adaptive interventions than others to maintain services due their vulnerability to natural hazards. Comparatively, the distribution of investment for transport infrastructure does not have a uniform spatial distribution, and can favour schemes that reduce congestion on networks with high demand without considering the actual risk of being impacted. These two issues, if unchallenged, will present an unfavourable future for areas with high network risks and low transport demand that will widen spatial inequality or resilience, mobility and potential for economic growth. This study advances a methodological framework to analyse the spatial distribution of flood risk on UK road and rail networks in the light of potential bias of regional investment. Using GIS mapping, network data and risk analysis, regional futures are categorised and discussed. There is a clear North/South divide in transport networks at risk from potential coastal and fluvial flooding, with southern regions having 10–30% of their network situated in known flood risk areas. Investment in transport infrastructure is also disproportionately favoured towards regions with high transport demand, and peripheral regional such as Wales and the South West are at risk from increase disparity from high flood risk networks and a low potential for investment. The study provides preliminary evidence for the need to consider assessment approaches for long-term investment in resilience, drawing recommendations for future research.","2018-09-30","2024-12-01 14:01:03","2024-12-01 14:01:03","2024-12-01 14:01:03","515-527","","4","8","","Int. J. SAFE","Adaptation investments for transport resilience","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\6RLP2F3Z\Pregnolato and Dawson - 2018 - Adaptation investments for transport resilience t.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4FW4ZIQ4","journalArticle","2017","Donovan, Brian; Work, Daniel B.","Empirically quantifying city-scale transportation system resilience to extreme events","Transportation Research Part C: Emerging Technologies","","0968090X","10.1016/j.trc.2017.03.002","https://linkinghub.elsevier.com/retrieve/pii/S0968090X17300670","This article proposes a method to quantitatively measure the resilience of transportation systems using GPS data from probe vehicles such as taxis. The granularity of the GPS data necessary for the method is relatively coarse; it only requires coordinates for the beginning and end of trips, the metered distance, and the total travel time. The method works by computing the historical distribution of pace (normalized travel times) between various regions of a city and measuring the pace deviations during an unusual event. Periods of time containing extreme deviations are identiﬁed as events. The method is applied to a dataset of nearly 700 million taxi trips in New York City, which is used to analyze the city transportation infrastructure resilience to Hurricane Sandy. The analysis indicates that Hurricane Sandy impacted trafﬁc conditions for more than ﬁve days, and caused a peak delay of two minutes per mile. Practically, it identiﬁes that the evacuation announcements coincided with only minor disruptions, but signiﬁcant delays were encountered during the post-disaster response period. Since the implementation of this method is very efﬁcient, it could potentially be used as an online monitoring tool, representing a ﬁrst step toward quantifying city scale resilience with coarse GPS data.","2017-06","2024-12-01 14:01:07","2024-12-01 14:01:07","2024-12-01 14:01:07","333-346","","","79","","Transportation Research Part C: Emerging Technologies","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\GKZF9QMZ\Donovan and Work - 2017 - Empirically quantifying city-scale transportation .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
